Code,Name,
ARC005,AMELIA ROPE CHOCOLATE,
ARC036,ARCHIPLEAGO,
ARD147,ARDEE GROUP,
ARE001,ALEXANDER ROSE,
AREAWARE,AREAWARE,
ARG001,ARGEE NOVELTIES,
ARG002,ARGOSY,
ARH001,ARCHIVIST LTD,
ARI001,A-R INTERIORS,
ARI002,ARIOSA COFFEE COMPANY,
ARI037,ADDISON- ROSS INTERIORS,
ARM096,ARMOR-LUX,
ARO001,AMARO,
ARO002,AROMA HOME (RHYMER DIST),
ARO003,AROMA HOME - VOLUPSA,
ARO004,AROMATHERAPY,
ARP001,ARUMPRESS,
ARS001,ARIES,
ART001,ARTCADE,
ART002,ARTBOX,
ART003,ARTESPUNA UK,
ART004,THE ART WORKS,
ART005,ARTY FARTY DESIGNS,
ART006,ART MEETS MATTER,
ART007,ARTLINE UK LTD,
ART008,ART MONIE,
ART009,ARTISAN FOODS,
ART01,ART CO CO CHOCOLATE COMPANY,
ART010,ARTESENIA,
ART011,ART FROM IRELAND,
ART012,ART MARKETING,
ART013,ARTBIRD,
ART014,ARTISANET,
ART015,ARTIGA,
ART016,ART WORLD TRADING CORPORATION,
ART055,ART ANGELS,
ARY001,ARY TRAYS,
ARZ001,ARTESANIA RODRIGUEZ,
ASA001,ASA SELECTION (HOUSEHOLD),
ASA002,ASAHI TRADING CO. INC.,
ASC001,ASCOT PICNIC LTD,
ASC002,ASCALON DESIGN,
ASE001,ARRAN ST EAST,
ASG001,ASHBY GIFTS LTD,
ASI001,ASIATIDES IMPORT,
ASL002,ALSO HOME LTD,
ASM001,ASIA MARKET,
ASO002,ASOBI (do not use),
ASO01,PIERRE LAFLEUR-ASOBI,
ASP01,ASPIGA,
ATB001,ACTIVE BRANDS,
ATC001,ARTISTS CARDS,
ATE001,ATELIER 225,
ATG001,ALL THAT GLISTENS,
ATH001,ATHEZZA INTERNATIONAL,
ATK001,ATKINSEN TIES,
ATK002,ATKINS AND POTTS,
ATL001,ATLANTIC KNITWEAR,
ATL002,ATLANTIC,
ATO001,ATOMIC SODA,
ATP001,ATP GIFTS,
ATP002,ART-POL,
ATS001,AERTS,
ATS002,ATSUKO MATANO,
ATY001,ATYPYK,
AUB001,AUBRY GASPARD,
AUF001,AUFTRAS POT EN MAND (GARDEN),
AUM001,AU MAISON,
AUR001,AURORA WORLD UK LTD,
AUS001,AUNT SADIES INC,
AUS002,AUSONIA,
AUT001,AUTHENTIC MODELS INC.,
AUT002,AUTOCULTURE DIST.,
AUT003,AUTEUR LTD,
AUT004,AUTOUR DE PARFUM,
AUX001,AUX ANYSETIERS DU ROY,
AVA001,AVENIDA HOME,
AVE001,AVENUE LUXE,
AVH001,AVOCA HAMPERS,
AVH003,AVOCA HAMPERS NOT AVAILABLE,
AVI001,AVISTA INC. (NA),
AVI002,AVIV,
AVI003,AVIGROS (RUNGIS),
AVK001,AVOKADO & CO,
AVN001,AVOCA NURSERIES,
AVO000,AVOCA COOKBOOK,
AVO001,AVOCA HANDWEAVERS LTD,
AVO002,AVOCA JEWELLERY,
AVR001,AVRIL OTOOLE,
AVT001,AVANT GARDE,
AVV001,AVOCA VINTAGE,
AXE001,AXES CHILDREN FRANCE,
AXR001,ALEXANDER ROSE,
AYF001,ABBEYLANDS FURNITURE,
AYY001,AYYAZ BEDDING,
AZA001,AZARA JEWELLERY LTD,
AZL001,AZOURO LTD,
AZT001,AZTEC,
AZT049,AZTECA,
AZT099,AZTECA TRADING  (jy),
B&B001,B&B WEINAND (TEAS),
B&F001,BELLE & FLO,
B&G001,BARBERS & GROOMERS,
B&I001,B&I INTERNATIONAL,
B&S001,BROOK & SHOALS,
B+S332,NEW CLASSIC TOYS,
BAA001,BAA STOOL LTD,
BAB001,BAY BEYOND INC,
BAB002,BABY WATCH PARIS,
BAB003,BABYPOTZ,
BAB004,BUCKLEY & BEALE,
BAC001,BACCHUS,
BAC002,BACHCA,
BAD001,BANDICOOT LAPIN PARIS,
BAD002,BADEN IMPORT,
BAD003,BADGER & DODO,
BAG001,BAG ET AL,
BAG002,BAG LADIES TEA,
BAG003,BAGAILLE,
BAG004,BAGATELLE FRANCE,
BAH001,BAHNE,
BAI001,BAILEYS HOME & GARDEN,
BAI002,BAI JIES GREEN VEGETABLES LTD,
BAI003,BAILEY OFFICE SOLUTIONS,
BAK001,BAKKER,
BAK269,BAKU,
BAL001,BALVI -COMMERCIAL BALMES VIVES,
BAL002,BALAND & ASSOCIATES,
BAL003,BALLYBRADO LTD,
BAL004,BALANCE ME,
BAL005,BALLYBURDEN MEAT PROCCESSORS,
BAL006,BALAGAN GROUP,
BAL007,BALLYSHIEL ARTISAN FOODS,
BAL008,BALIDOR WHOLESALE,
BAL009,BALLYMORE FARMS,
BAL010,BALLYMORE INN,
BAL011,BALLPOINT PRESS,
BALG01,THE BALAGAN GROUP LTD,
BAM001,BAMBAM,
BAM002,BAMBOOTH LTD,
BAN001,BANDON POTTERY,
BAN002,BANG ON THE DOOR,
BAN003,BANDE ORIGINALE,
BAN004,BAN DO UK,
BAN005,BANDIT MANCHOT,
BAN006,BANAGHAN & CO LTD,
BAN007,BANWOOD S.L.U.,
BAO001,BAOBAB HOME,
BAR001,BARBARA EASTON,
BAR002,BARKOLOGY,
BAR003,THE BARN,
BAR004,BARREVELD DK,
BAR005,BARBARA WIGGINS DESIGN,
BAR006,BARNHILL APPLE JUICE,
BAR007,BARRY CALLEBAUT UK LTD,
BAR008,BAREESSENTIAL LTD,
BART001,BARRUTOYS,
BAS001,BASS & BASS,
BAS002,BASIC  ITALIA,
BAS003,BASTIDE DIFFUSION,
BAS004,BASKETBASKET,
BAT001,BATCHELORS BEVERAGE SYSTEMS,
BAT002,BATELA (HOWBERT),
BAT003,BATES MARKETING LTD,
BAY001,BAYIN FOODS,
BAY076,THE BAY TREE FOOD COMPANY,
BAZ001,BAZARDELUXE / RYON DIS,
BB001,BIA BEAUTY,
BBC001,BBC BOOKS,
BBL001,BIO-BEAN LIMITED,
BCC001,BROWN COW CARDS,
BCD001,BLACK CASTLE DRINKS LTD,
BCH001,BCHARMD TRADE LTD,
BCI001,SAS BRETAGNE CERAMIQUE INDUSTR,
BDI001,BDI DESIGNS,
BDS181,BDS VENDING SOLUTIONS,
BDY001,BRADLEYS (GARDEN),
BEA001,BEAUCHAMP COLLECTIONS,
BEA002,BEACON PHARMA,
BEA003,BEADSWORLD,
BEA005,BEAUTY AND THE BIB,
BEB001,BEST BALANCE CORP,
BEB002,BEBHINN MARTIN,
BEC001,BECARA,
BEC002,BECKSONDERGAARD,
BEC003,BEC PUBLISHING,
BED001,BEDAZZLED (JY),
BED002,BED OF NAILS,
BEE001,BELLEEK POTTERY,
BEE002,BEEBOMBS,
BEE003,THE BEESWAX WRAP COMPANY LTD,
BEG001,BERGER,
BEK001,BEX SPORT,
BEL001,BELL FERGUSON,
BEL002,BELLA CASA,
BEL003,BELLAJU,
BEL004,BELLE PARIS,
BEL005,BELLA BAMBINO,
BEL006,BELGOFLOR,
BEL007,BELIEVE YOU CAN,
BEL008,BELFORTE,
BEL009,BELLE AND BOO,
BEL010,BELLROY,
BEL011,BELLEROSE,
BEL012,BELLA BITES (NATURES GOLD),
BEL123,BELVOIR FRUIT FARMS,
BEL194,BELGIAN PRODUCTS-BIZZY LIZZY,
BELFAST,AVOCA BELFAST,
BEM001,BAKING EMPORIUM LTD,
BEN001,BENSIMON,
BER001,BERRYHILL MERCHANTS.,
BER002,BERGS INTERNATIONAL,
BER003,BERTRAND,
BER004,BERIVA HOMEGIFTGARDEN,
BER005,THE BERRY COMPANY,
BER006,BERGHOFF IRELAND,
BERGER,TEST BERGER,
BES001,BEST BALANCE COR,
BES005,BESTSELLER WHOLESALE,
BES140,EMPIRE FOODBROKERS LTD,
BET001,BETTY & WALTER,
BEW001,BEWLEYS,
BEW002,BEWITHCED ACCESSORIES,
BEX001,BEX SPORT,
BEY001,BEYOND LIVING,
BFB001,BAREFOOT BOOKS,
BFE001,BUSH FARM EGGS,
BFF001,BROWN FAMILY FARMINC,
BFL001,BALLYKELLY FARMS LIMITED,
BFM,BUSH FARM EGGS,
BFR001,BALLON FREE RANGE EGGS LIMITED,
BGC001,BEAN & GOOSE CHOCOLATE LTD,
BGE001,GYM BAG ESSENTIALS,
BGM001,BORINGLY GOOD,
BGR001,BROIGHTER GOLD RAPESEED OIL,
BGR002,B GREEN BY CALLAPOR,
BHC,BOOKHOOK COMPANY,
BIA001,BIA BLASTA,
BIA002,BELIEVE I AM,
BIB001,BIBOL STTS,
BICR001,BEAN INSPIRED COFFEE ROASTERS,
BIE001,BRIERS LTD,
BIG001,BIG FUN,
BIG002,BIG TOMATO COMPANY,
BIG003,BIG SQUEEZE FRESH JUICE CO,
BIG004,BIGGIE BEST,
BIG083,BIG LEAP DESIGNS LTD,
BIG261,BIG METAL LONDON,
BIJ310,BIJOUX ITALIANO,
BIL001,BIL MOASE,
BIL002,BILL FALLOVER,
BIN001,BAKED IN LTD,
BIO001,BIO FARM TRADING,
BIO002,BIOCARE UK LTD,
BIO003,BIOHORT,
BIO004,BIO PURUS (NATURES GOLD),
BIR001,BIRGITTA,
BIR002,BIRD CARDS,
BIR003,BIRKENSTOCK,
BIR285,THE BIRD HOUSE,
BIS001,BISUART (JY),
BIT001,BITOSSI HOME,
BIT002,BITTEN,
BIT003,BITTE KAI RAND,
BIZ001,BIZINTI,
BKN001,BOOKMAN AB,
BKO001,BLAKES ALWAYS ORGANIC,
BLA001,BLACK SHEEP PRODUCTIONS,
BLA002,BLAINROE OF IRELAND,
BLA003,BLARNEY CASTLE KNITWEAR LTD,
BLA004,BLACKTHORN FOODS,
BLA005,BLACK JACK SNACKS,
BLA006,BLACK COUNTRY METALWORKS,
BLA007,BLACKHALL PHARMACEUTICAL LTD,
BLA008,BLACK + BLUM,
BLA009,BLAZE (JY),
BLA010,HOWBERT AND MAYS,
BLA015,BLACKFOX,
BLE001,BLESSING & OVERBECK,
BLE002,BLECHFABRIK,
BLF001,BELFAST RETURNS,
BLI001,BLISS,
BLI002,BLITHE AND BONNY,
BLM001,BALANCE ME,
BLN001,BELL LANE,
BLO001,BLOOMSBURY,
BLO002,BLOOFIE CARDS,
BLO003,BLOOM POTS,
BLO004,BLOSSOMS & BOWS,
BLO005,BLOOMING BROLLIES (SOAKE LTD),
BLO006,BLOOMINGVILLE - DO NOT USE,
BLO007,BLOOMIN LOVELY CARDS,
BLO008,BLOSSOMCO,
BLO009,BLOOMINGVILLE A/S,
BLU0001,BLUE OCEAN TRADERS,
BLU001,BLUEPRINT COLLECTIONS LTD,
BLU002,BLUESTONE SALES & DISTRIBUTION,
BLU003,BLUE Q,
BLU004,BLUEFISH KIDS,
BLU005,BLUEBELL 33,
BLU006,BLU MOON TRADING,
BLU007,BLUE FISH BAGS,
BLU008,BLUMCHEN & KO,
BLU009,BLUEBIRD CREATIONS,
BLU010,BLUE DARGILE,
BMG001,BMG CREATIONS,
BML001,BRENDAN O MALLEY,
BMM001,BALLYMOONEY MEATS,
BMS001,B.M.S.,
BNA001,BIONA (NATURES GOLD),
BNS001,BENSIMON,
BOA202,BOATERS COFFEE COMPANY,
BOB001,BOB + BLOSSOM,
BOB002,BOBO INTRIGUING OBJECTS,
BOB003,BOB DESIGN,
BOD001,BODUM (UK) LTD,
BOD002,BODY CENTERING PILATES,
BOD003,BODUM IRELAND,
BOE001,BUTLERS ORGANIC EGGS,
BOF001,BEECHLAWN ORGANIC FARM,
BOG001,BOG STANDARD,
BOG002,BOG BUDDIES,
BOH001,THE BOHM LTD,
BOL001,BOLTZE - GRUPPE,
BOL002,BOLD BUNNY CARDS,
BOM001,BOMBAY DUCK,
BOM002,BOMBONIERE BY NATALIE,
BOM003,BOMBON,
BON001,BOND & CUFFE (POTTERY),
BON002,BONNEFOY CREATIONS,
BON003,BONNEFOY CREATIONS,
BON004,BONETTI FIGLI SRL(STOS),
BON013,BONNER OF IRELAND,
BOO001,BOOKSPEED,
BOO002,BOOKPOINT,
BOO003,BOO WHO LIMITED,
BOO004,BOOTH DESIGN,
BOO005,BOO BOO PRODUCTS,
BOR001,BORDER,
BOR002,BORDALLO PINHEIRO,
BOS001,BOSMERE PRODUCTS LTD,
BOU001,BOUGIES LA FRANCAISE,
BOU002,COTE BOUGIE,
BOW001,BOSTON WAREHOUSE,
BOX001,BOXTREE,
BOX002,BOXER MARTIN-THE BABY BUNCH,
BOY001,BOYZ TOYS,
BOY002,BOYNE VALLEY GROUP,
BPF001,BURREN PERFUMERY,
BPG001,BLACK PIG WINE LIMITED,
BRA001,BRAINSTORM - MASHAL AGENCIES,
BRA002,BRAINBOX CANDY,
BRA003,BRAXTON HOME,
BRA049,BELINDA BRASHAW,
BRA205,BRAMBERRY DESIGNS,
BRE001,BREEOGUE POTTERY,
BRE002,BRETZEL BAKERY,
BRI001,BRICS LUGGAGE,
BRI002,BRIENS GLOVES,
BRI003,BRIGHT SPARKS,
BRI004,BRIXTON POTTERY,
BRI005,BRINDISA,
BRI006,BRISA ENTERTAINMETN GMBH,
BRI007,BRIERS/STEVENSON AGENCIES,
BRI008,BRITVIC NI,
BRI009,BRIERS LTD (GR),
BRI010,BRIAN KOSTICK (BK),
BRI133,BRIDGEWATER POTTERY LTD,
BRID001,BRIDEOG TRAD,
BRLOW001,BROWNLOW LINENS,
BRO001,BROWN BEAR PRESS,
BRO002,BROWNES CHOCOLATES,
BRO003,BROSTE,
BRO004,BROOKPACE - LASCELLES,
BRO005,BROWN ENVELOPE SEEDS,
BRO006,BROUGHTON JEWELLERY,
BRO007,BROCCHIERI SRL,
BRT001,BERTOY,
BRU001,BRUNO EVRARD CREATION,
BRU002,BRUCE STARK,
BRU003,BRUCS HOME,
BRUA001,BO RUA FARM,
BSC001,THE BE SWEET COMPANY,
BSM001,B.S.M. NV,
BST001,BITTERSWEET HERB FARM,
BTC001,THOUGHT (BRAINTREE CLOTHING),
BTL001,BETTER LIFE,
BUB001,BUBSIE,
BUC268,BUCARA POTTERY,
BUF001,BUFFALO PRIVATE LABEL,
BUK001,BUKOWSKI DESIGN,
BUL001,BULRUSH,
BUN001,BUNRATTY MEAD,
BUN002,BUNNIES BY THE BAY,
BUN003,BUNBURY BOARDS,
BUN004,BUNZLAU CASTLE,
BUN005,BUNGALOW DENMARK,
BUR001,BURGON & BALL,
BUR002,BURTS BEES,
BUR003,BURGESS DORLING + LEIGH,
BUR004,BURNT SUGAR COMPANY,
BUR005,THE BURREN SMOKEHOUSE,
BUR006,BURKES FARM,
BUR007,BURSTENHAUS REDECKER,
BUR008,BURTON-MCCALL,
BUR009,THE BURREN PERFUMERY,
BUR300,BURTS POTATO CHIPS LTD,
BUS001,BUSH FARM EGGS,
BUS002,BUISSON,
BUT001,BUTTERFLY CRAFTS,
BUT002,BUTTIONFRONTS,
BUT003,BUTERFLY ELITE,
BUT004,BUTTER LONDON,
BUT005,BUTTER LONDON,
BUT006,THE BUTTER SLIP PRESS,
BUTCHER,TEST BUTCHERS,
BUY001,BUCKLEY JEWELLERY,
BVC001,BOYNE VALLEY CHEESE,
BWG001,BWG FOODS,
BWI001,BEE WISE (NATURES GOLD),
BWRK001,BRIGHT WORK,
BYD001,BY DESIGN,
BYM001,BY MATAO,
BYR001,BYRON BAY COOKIE CO.,
BYR002,BY ROOM,
BYT001,BY THE FACTORY WALL,
C&T001,CHIC & TIQUE,
C&W001,CHASE AND WONDER,
CA001,CHIC ANTIQUE,
CAC001,CACTOSE FOUNTAINS (GR),
CAC002,CACOON,
CAD001,CADARI JEWELLERY,
CAD002,CADOGAN,
CAD003,CADES (DO NOT USES),
CAD164,CADIX UK LTD,
CAF001,CAFE DE CUBA,
CAF002,CAF TRADING LTD,
CAH001,CAHERBEG PORK,
CAK001,LES CAKES DE BERTRAND,
CAK002,THE CAKE AND CRUMB COMPANY,
CAK003,CAKE VINTAGE TABLE + HOME,
CAL001,CALIFORNIAN,
CAL002,CALVERSTOWN FORGE,
CAL003,CALIPSO (ROAST) LTD,
CAM001,CAMPBELLS FOOD,
CAM002,CAMEO (LIFEFIBRE BREAD),
CAM016,CAMPBELL KNITWEAR,
CAN001,CANDYHOUSE LTD.,
CAN002,CANDELLA CANDLES,
CAN003,CANOPY DESIGNS LTD,
CAN004,CANVEY ISLAND BINDERY COMPANY,
CAN02,CANVAS HOME LTD (STG),
CAN03,CANVAS HOME (EUR),
CAP001,CAPE TRADING PRODUCTS,
CAP002,CAPVENTURE,
CAP003,CLEMENT & PEKOE,
CAP004,CAPRICEPEOPLE (WESTMISTER),
CAP323,CAPEMIST GLOVES LTD,
CAR001,CARRIE COPENHAGEN,
CAR002,CARBHAIT,
CAR003,CARRAIGLINE POTTERY,
CAR004,CARROLL BROWN,
CAR005,CARISMA,
CAR006,CAROLINE MURPHY HONEY,
CAR007,CARRIER CO.,
CAR008,CARDEW DESIGN,
CAR009,CARO,
CAR010,CARACTURE - VESTEBENE,
CAR011,CARL GROSS,
CAR012,CARRIE ELSPETH,
CAR013,CARRAIG DONN,
CAR014,CARRAIG FHADA SEAWEED,
CAR015,CARD MIX,
CAR016,CARBONE,
CAR017,CARNAWEEN CLOTHING CO,
CAR018,CARLOTAS,
CAR019,CARD BOUTIQUE,
CAR124,CARRICK ART LTD,
CAR146,THE CARROLL CARD COMPANY.,
CAR20,CARAMEL & CIE,
CAR207,CARLUCCIOS,
CAR397,CARBERY,
CAS001,CASTLE OF IRELAND,
CAS002,CASSELLS,
CAS003,CASSIDY WINES LTD,
CAS004,CASWELL-MASSEY,
CAS005,CASPARI LTD (�STG),
CAS006,CASAGENT,
CAS007,CASA BIO,
CAS008,CASTLEARCH POTTERY,
CAS009,CASTELBEL,
CAS010,CASUAL AVENUE (VERITAS),
CAS011,CARAMEL AU SUCRE,
CAS012,CASPARI LTD (�EURO),
CAS13,CASMARA (EDEN BEAUTY GROUP),
CAS387,CASTLE HILL CANDLES,
CAT001,CATH KIDSON,
CAT002,CAT & MOON,
CAT003,CATHY BROWN,
CAT004,CAT OUT OFF THE BAG,
CAT005,THE CATS PYJAMAS,
CAT006,CATERWAY,
CAT007,CATHYS SPELT FOR HEALTH,
CAU001,CAUSTON VALE,
CAU002,CAUBET WINE IMPORTS,
CAV001,CAVALLINI PAPERS & CO. INC.,
CAV002,CAVEMAN BAKERY,
CBB001,CHRISTY BYRNE BUTCHERS LTD,
CBI001,C.B. IMPORTS PLC.,
CBK001,CENTRAL BAKERY CBK001,
CBK002,CENTRAL BAKERY CBK002,
CBK003,CENTRAL BAKERY CB3,
CBK004,CBK-SEASONAL ITEMS,
CBW001,COCOBREW (NATURES GOLD),
CBW002,COCOBREW,
CCA001,CHOCOHOLICS DIVINE DESSERTS,
CCC001,COUNTRY CHOICE,
CCC002,COOLATTIN CHEDDAR,
CCD404,CCDK (CLOTHING),
CCL001,CLONARN CLOVER LIMITED,
CCO001,CREATURE COMFORTS,
CCP001,CONEY ISLAND COFFEE,
CCS001,CC SIMOES,
CDA001,CDA FOODS INTERNATIONAL,
CDI001,CHANDNI CHOWK,
CDL001,COLESHILL DESIGN LTD,
CDR001,CLASSIC DRINKS,
CDS001,CACHE DESIGNS LTD,
CE1001,CELTIC ESSENCE (NATURES GOLD),
CEA001,CEANN MARA,
CEA002,CEANNIS,
CEC001,CECILIA MOORE,
CEC002,CECILE DE JAEGHER,
CED001,CEDON,
CEF001,CENTRAL FLORAL DISPLAY (NG),
CEG001,THE CERAMIC GIFT COMPANY,
CEL001,CELTIC ART SRL,
CEL002,CELTIC CONFECTIONARY,
CEL003,CELTIC COLOURS,
CEL004,CELEBRATION CRACKERS,
CEN001,CENTAUNEE SAVONITS,
CEN002,CENTRAL BOOKS,
CER001,THE CERAMIC CO.,
CER002,CERAMICHE VIRGINIA,
CFC001,CHETWYND FOOD COMPANY LIMITED,
CFD001,CENTRAL FOOD DISTRIBUTION,
CFD003,CENTRAL FOOD DISTRIBUTION,
CFG001,CITIZEN FOOD GROUP,
CFI001,DK COMPANY CASUAL FRIDAY FQ192,
CFL001,CARTHAGE FOODS LTD,
CFV001,CONNEMARA FOOD VENTURES,
CGC001,CAROLINE GARDNER PUBLISHING,
CGF001,CARRICKGOLLOGAN FOODS,
CH0177,CHOCCA MOCCA,
CHA001,CHAMBERS CANDY,
CHA002,CHARLES GALLEN & CO,
CHA003,CHANNEL ISLAND TOYS,
CHA004,CHARLOTTES GARDEN LTD,
CHA005,CHAPTER & VERSE,
CHA006,CHARITY ADVISORY TRUST,
CHA007,CHALLENGER INTERNATIONAL SA,
CHA008,CHAIRWORKS LTD,
CHA009,CHARLI (NA),
CHA010,CHARLOTTE & ALEXANDRE (JY),
CHA011,CHABI CHIC,
CHA012,CHARLES BUYERS & CO,
CHB001,CHELSEA BEAUTIQUE,
CHB002,CHIA BIA,
CHE001,CHESTER BEATY LIBRARY,
CHE002,CHESNEAU,
CHE003,CHEGWORTH,
CHE004,CHENARD ALEXANDRE (JY),
CHE005,CHEHOMA,
CHE006,CHEPHREN,
CHE007,CHEATWELL GAMES,
CHE008,CHEVALIER DIFFUSION,
CHE009,CHENYS SL (DO NOT USE),
CHE010,CHERRY PICK SALES LTD,
CHE011,CHENYS,
CHE208,CHECKPOINT,
CHF001,CHEMFREE SOLUTIONS INC,
CHI001,CHIMANS INDIAN SPICES,
CHI002,CHILL BABY,
CHI003,CHINART,
CHI004,CHICKI FBD SARL (JY),
CHI005,CHILL NORWAY,
CHI006,CHICA DE CUBA,
CHI007,CHILLYMOO,
CHI008,CHILTERN STREET,
CHI009,CHIRPY (HOWBERT),
CHI010,CHI FIT (DR ROSALIND BEERE),
CHL001,CHRIS LINCOLN,
CHM001,GARDEN ANGELS,
CHO001,CHOCOLATE AID CO.,
CHO002,CHOISE,
CHO003,CHOYCA COFFEE,
CHO004,CHORANGE JEWELLERY,
CHO005,CHOCONCHOC,
CHO006,CHORANGE,
CHR001,CHRISTINA SPINELLA,
CHR002,CHRISTOPHER YING,
CHR003,CHRISTIANSEN,
CHR004,CHRISTINA LUNDSTEEN APS,
CHS001,COACH HOUSE,
CHT001,CHOCOLATE TREE,
CHU001,CHURCHILL CHINA,
CHU002,CHURCHILL CHINA,
CHU003,CHURCHILL CONFECTIONERY LTD,
CHU004,CHUNKICHILLI KNITWEAR LTD,
CHU005,CHUPI,
CHW001,CHW LIMITED,
CHY001,COTSWOLD HONEY LTD.,
CIL001,CILIO,
CIN001,CINNAMON HOME LTD,
CIN002,CINNAMON AITCH,
CIN003,CINELLI,
CIN004,CINAS (HOWBERT),
CIR001,CIRCA LUGGAGE,
CIR002,CIRCUS X LTD,
CIR003,CIRRATUM,
CIS001,CISTI GUGANE BARRA,
CJC001,THE CLARE JAM COMPANY,
CKK001,CULTURED KITCHEN,
CKS001,CKS HELIUM,
CKT001,C.K. TOOLS,
CLA001,CLAIRE IAFRATE,
CLA002,CLARE JAM COMPANY,
CLA003,CLARKES SALMON SMOKERY,
CLA004,CLAUDE DASQUE (JY),
CLA005,CLARE JORDAN,
CLA006,CLARA BIJOUX,
CLA007,CLAIRE DE TERRE,
CLA008,CLAYRE & EEF,
CLA009,CLANDEBOYE ESTATE YOGHURT,
CLA010,CLARE JORDAN,
CLA011,CLAYSPOON (WONKI WARE DISTR),
CLA012,CLAIRE BRACKEN,
CLA014,CLASHGRANNY ORGANIC FARM NG,
CLE001,CLEVER CLOGS INC,
CLE002,CLEOPATRAS NEEDLE LTD,
CLE003,CLEMENTINE JEWELLERY,
CLF001,CARLOW FOOD LTD,
CLI001,CLIPPYKIT LTD,
CLI002,CLIMA,
CLO001,CLONAKILTY FOOD CO.,
CLO002,CLODAGH RANGE LTD,
CLO003,CLOUGH MILL LTD,
CLO004,CLOVER RUA,
CLO005,CLOCKWORK SOLDIER LTD,
CLO006,CLOWICH,
CLR001,CLARKES OF DUBLIN,
CLS001,CLASSIC BY SENATOR,
CLU001,CLUBMAN OMEGA LTD,
CLU002,CLUB,
CLU003,CLUB DE LA VERRERIE,
CLV001,CALVEYS BUTCHERS ACHILL,
CMA001,CAMEL ACTIVE,
CMC001,MCCABE`S,
CME001,CME (JY),
CMJ001,COCOMOJO,
CML001,CREATIVE MODELS LTD,
CMP001,CLEARYS MAPLE PRODUCTS,
CMS001,COFFEE MASTERS INC,
CNE001,CONNEMARA FOODS,
CNS001,CNS GROUP (TAILORED&ORIGINALS),
COC001,COCOABEAN,
COC002,THE COCOA room,
COC003,COCOBOHEME,
COC004,COCA COLA BELFAST,
COC005,COUNTRY CASA,
COC006,COCOA (NA),
COC007,COCO MIA ROSE,
COD001,CODD MUSHROOMS LTD,
COD002,CODELLO,
COE001,COEUR DE LION,
COF001,COFORD-MICHAEL CAREY,
COH001,COHEN,
COI001,COILEDSPRING GAMES,
COL001,COLUMBUS,
COL002,COLIN KELLAM,
COL003,COLUMBA MERCIER,
COL004,COLUMBINE CAKES LTD,
COL005,COLUMBA BOOKSERVICE,
COL006,CIRCLE OF LIGHT - NATURES GOLD,
COL241,COLONY GIFT CORPORATION.,
COL306,COLOURS (T-SHIRTS),
COL376,COLORIQUE,
COM001,COMMERCIAL MILOS S.L.,
COM002,COMPTOIR DE FAMILLE,
COM003,THE COMPOST HEAP,
COM004,COMPAGNIE,
COM005,COM-PLUS PACKAGING,
COM006,COMMON GROUND DISTRIBUTORS,
COM007,CHECK OUT MY BUNS,
COM008,COMPAGNIE DE PROVENCE,
CON001,CONCEPT (PICNIC BASKETS),
CON002,CON DOYLE,
CON003,CONNEMARA ARTISTS,
CON004,CONSTABLE,
CON005,CONTRABAND (QUIN STONE),
CON006,CONNEMARA SOCKS,
CON007,CONNEMARA GIRL PUBLICATIONS,
CON008,CONCHA BAY,
CON009,CON-TRAAS LTD,
CON010,CONTIGO,
CON011,CONFISERIE FLORIAN,
CON012,CONSENSO Y ESTILO,
CON014,CONDITIONS APPLY,
CON015,CONFETTI BALLOONS,
CON172,CONNEMARA TIES,
COO001,COOM CARDS,
COO002,COOPERS LTD <GARDEN>,
COO349,JOE COOL (UK) LTD,
COP001,COPPENRATH VERLAG,
COP002,COPACABANA S.P.R.L.    (JY),
COQ001,COQUECIGRUES,
COR001,CORIANDER LTD,
COR002,CORK DISTRIBUTION,
COR003,COR MULDER,
COR004,CORTINA,
COR005,CORK UNIVERSITY PRESS,
COR006,CORLEGGY CHEESE,
COR185,CORONA,
COS001,COSMIC SOUNDS,
COS002,COSTELLO TIES,
COS384,Costex,
COSC01,CONNEMARA ORGANIC SEAWEED CO,
COT001,COTTON CLUB,
COT002,COTSWOLD FAYRE,
COT003,COTON DOUX,
COT004,COTE TABLE,
COT005,COTONWAY,
COT141,COTTAGE DELIGHT LTD,
COT342,COTTON PRODUCTIONS,
COTE01,CIARA O TOOLE BOOKS,
COU001,COUNTRY SECRETS,
COU002,COUNTRY CHOICE DELICATESSEN,
COU003,COUNTRY CORNER,
COU004,COUNTY CONFECTIONERY LTD,
COU005,COUNTRY CASA,
COU195,COUNTRY KITCHEN SUPPLIES,
COW001,COWSHED PRODUCTS LTD,
COW002,COWBOIS,
COW003,COWSHED,
COZ001,COZEBAKES (NATURES GOLD),
CPI001,COMPASS IRELAND,
CPR001,CLOUD PICKER COFFEE ROASTERS,
CPS001,C.P. SHADES,
CRA001,CRAFTS D.K.,
CRA002,(CARACRAFTCRAFTED T-SHIRTS),
CRA003,CRANHAM PUBLICATIONS,
CRA004,THE CRAFT STUDIO,
CRA005,CRATLOE HILLS CHEESE,
CRA006,CRAZY MULE,
CRA007,CRAFTED CREATIVE STYLE,
CRAN01,TONY CAREY,
CRD001,CATH TATE CARDS LTD,
CRE001,CREATIVE TOPS,
CRE002,CREATIVANDO,
CRE003,CREATIONS JEUDY (JY),
CRE004,CREATIVE CHARLIE,
CRE005,CREATSHIRT,
