Code,Name,
CRE006,CREARTHAI S.L.,
CRE007,CREATURE CLOTHES,
CRE008,CREATE & CASE,
CRE310,CREME DOR LTD,
CRF001,CAIRENN FOY,
CRI001,CRITERION THREAD CO. INC,
CRI002,CRIB ROCK COUTURE,
CRI003,CRISTOR BAGLY (honey),
CRI004,CRILCO CONFECTIOS LTD,
CRI005,CRINNAGHTAUN JUICE CO. LTD,
CRI006,CRISTIAN INT SRL,
CRO001,CROWN & MADNESS,
CRO002,CROSSOGUE,
CRO003,CROFT & CROFT,
CRO004,CROCKERS,
CRO005,CROWN GARDEN PRODUCTS,
CRO270,CROSBIE CRAFTS,
CRS001,CROSSLEY,
CRUM01,CRUMBLIN HOSPITAL CHARITY,
CRW001,CROWES,
CSD001,CSC DISTRIBUTORS,
CSF001,CASTLESCREEN FARM,
CSQ001,CUTTER& SQUIDGE,
CST001,CENTRAL STORES,
CST002,CENTRAL STORES (CST),
CST003,CENTRAL STORES (CST),
CTF001,CECILIES TRUFFLES,
CUA001,CUAN HANLY,
CUB001,CUBIC PRODUCTS LTD,
CUB002,CUBIC PRODUCTS,
CUC001,CUCKOO BIRD,
CUG001,CUINNEOG LTD,
CUL001,CULINARY CONCEPTS LONDON,
CUL002,CULINARIX OF SWEDEN,
CUL003,CULLODEN ESTATE,
CUL006,CULTURE MIX,
CUR001,THE CURRY SAUCE CO.,
CUR002,CURRACH PRESS,
CUR003,CURTES,
CUS001,CUSTOM WORKS,
CUS002,CUSTOMMADE A/S,
CWE001,COOLANOWLE ORG MEATS,
CWS001,CELTIC WHISKEY SHOP,
CYB001,CYBER LYLY,
CYC001,CYCLOPE,
CYO001,COYNE NATURES GOLD,
CYS001,CYSTIC FIBROSIS CARDS,
CZC001,CZECHCRAFTS,
CZU001,CAROUZOU,
D&M001,D&M DEPOT,
D&X001,D&X (UK) LIMITED,
DAI001,DAIRYLAND  CUISINE,
DAI150,DAISY ROOTS,
DAL001,DALLAC PRODUCTS,
DAL002,DALVAC SYSTEMS LTD,
DAL136,PETER A DALTON,
DAM001,DAMASK,
DAM002,DAMMIT DOLLS,
DAN001,DANWEAR,
DAN002,DANDELION,
DAN003,DANU,
DAN004,DANUCCI CHOCOLATE COMPANY,
DAN005,DAN CONSLANTINESU,
DAN006,DANDY STAR,
DAN007,DANSK SMYKKEKUNST,
DAN008,DANIELE NICOLE,
DAN009,DANIELLE CREATIONS - STG,
DAN010,DANIELLE CREATIONS - EUR,
DAN160,DANDELION,
DAR001,DARINA ALLEN,
DAR002,DART VALLEY FOODS,
DAR003,DARI TRADING LTD,
DAR004,DARWIN SUPPLY CO,
DAR005,DARWIN SUPPLY CO (�),
DAR006,DERRY CLARKE MARKET BUTCHERS,
DAR007,DARCY BROWN,
DAS001,DASSIE ARTISAN,
DAV001,DAVID LLEWELLYN,
DAV002,DA VINCI,
DAV003,DAVID BITTON,
DAV004,DAVIES BAKERY SUPPLIERS LTD,
DAV005,DAVID CRAIG,
DAV006,DAVE CAMPBELL (BK),
DAV007,DAVENPORT SPECIALITY COFFEE,
DAW001,DAWSON CLARK GLASS,
DAW002,DAWN MARKEY,
DAW003,DAWN MEATS FOODSERVICE,
DAY001,DAYLESFORD ORGANIC,
DAY002,DAY - BIRGER ET MIKKELSEN,
DBN001,DENISONBOSTON,
DBO001,DELBANCO MEYER & CO LTD,
DCA002,DECORAMA,
DCTB1,DIARMUID CULLEN THE BEEKEEPER,
DDL001,DOLPHIN DISTRIBUTORS LTD,
DEA001,DEALERS FRANCE (GARDEN ROOM),
DEC001,DEC IMPORTS,
DEC002,DECOR CRAFT INC.,
DEC003,DECORIZE INC,
DEC004,DECKCLAD,
DEC005,DECODELIRE,
DEC006,DECLAN KILLEN,
DEC007,DECOBAKE LTD,
DEC008,DECORAMA GMBH,
DEE001,DEEMAC COFFEE SERVICE LTD,
DEJ001,DEJEUNER  SURLHERBE,
DEK001,DEKER HORTICULTURAL SUPPLIES,
DEK002,DE KERCOET,
DEL001,DELIDOWNUNDER,
DEL002,DELZIE ITALIANE,
DEL003,DELUSIONS OF GRANDEUR,
DEL004,DELI28,
DEL005,DELICIOUS GLUTEN FREE BAKERY,
DEL006,DE LAURIER,
DEL007,DELISH MELISH,
DEM001,DEMELS,
DEN001,DENEWOOD GARDEN FURNITURE,
DEN002,DENIS & FILS SAS,
DEN003,HERBERT DENK GMBH,
DEN004,THE DEN KIT COMPANY LTD,
DER001,DERRYVILLA FARM,
DER002,DEROMA,
DER003,DERRIERE LA PORTE,
DES001,DESIGNS ON(KNITWEAR),
DES002,DESIGN EYE PUBLISHING,
DES003,DESCOURS PARIS,
DES004,DESIGN BY HAUSNER,
DES005,DESPOTS,
DES006,DE SPEIGHEL,
DES007,DESIGN COLLECTIONS,
DES008,DESIGN WORKSHOP INC.,
DES009,DESIGNSIX,
DES010,DES POTS,
DES011,DESIGUAL,
DES012,DESIGN MO.RO.VA,
DES013,DESIGN POOL LTD (NATIVE UNION),
DES014,DESIGN 24 S.R.L,
DES13,DESIGNER YARNS,
DEV001,DEVA DESIGNS,
DEW001,SUSANNAH DE WRIXON,
DEX001,DEXAM INTERNATIONAL,
DFG001,DONNELLY`S FRUIT & VEG,
DFN001,DFNC,
DFP001,DFP INT (EUROPEAN CULTURE),
DGA001,DG ACCESSORIES,
DGW001,DOGGY WORLD,
DHL001,DHL EXPRESS LTD,
DHM001,D HOME,
DIA001,DIANA LARGE CARDS,
DIA002,DIANA CRISTO,
DIA003,DIALMA BROWN,
DID001,DIDDYWEAR,
DID011,DUTCH IMPORTERS & DAUGHTERS,
DIE001,DIET FREEDOM,
DIF001,DIFFUSION AUTIERO,
DIK001,DIKLA MERI (JY),
DIM001,Di Matteo Vincenzo,
DIR001,DIRECT DESIGNS,
DIS001,DISASTER DESIGNS,
DIS002,DISET SA (IL),
DIS003,DISCOUNT CHINA,
DIS004,DIS CO PRIM (RUNGIS VEG),
DIS005,DISTINCT DISTRIBUTION,
DIT001,DITTYS BISCUITS,
DIV001,DIVA JEWELLERY,
DIV002,DIVINE ROCKS,
DIV003,DIVERTIMENTO S.A - MAN AT WORK,
DJE001,DJECO,
DKB001,DKB HOUSEHOLD,
DKL001,KOMBUCHA EIREANNACH TEORANTA,
DKO001,DEKOCANDLE,
DMC001,DM CREATION (GB NEGOCE),
DMD001,DAVID MASON DESIGN,
DMG001,SO ITALIAN FOOD & WINE,
DMI001,DOMICILIO,
DMS001,DALKEY MUSTARD,
DNC001,DNC UK LTD,
DOC001,DOCTOR BOBBY,
DOF001,DEPT OF THE MARINE,
DOH001,DOHERTYS,
DOI001,DOIY LTD (MANTA),
DOL001,DOLLS HOUSE EMPORIUM,
DOL002,DOLPHIN DISTRIBUTORS,
DOLPHIN,DOLPHIN MUSIC GROUP,
DOM001,DOMINIQUE PETOT,
DOM002,DOME DECO,
DON001,DONEGAL CHINA,
DON002,DONEGAL SOCKS,
DON003,DONAL TURPIN,
DON004,DONEGAL RAPESEED OIL COMPANY,
DON005,DONKEY PRODUCTS,
DON006,DONKEY PRODUCTS GMBH & CO.KG,
DOO001,DOORUSS BEST,
DOO002,DOODLEMONGERS,
DOP001,DO PANCHI DESIGNS,
DOR001,DO REGO & NOVOA,
DOR208,DOROTHY M FASHIONS,
DOT001,DOT - DIFFUSION DOBJECTS DE T,
DOT003,THE DOTTY HOUSE,
DOT02,DOTTY DESIGNS,
DOU001,DOUDOU EH COMPAGNIE,
DOW001,DOWN SYNDROME CENTRE,
DOW004,NIALL DOWLING BUTCHERS,
DOW192,DOWN TO EARTH CERAMICS,
DPC001,D.P. CONNOLLY & SONS,
DPS001,DES POTS,
DRA001,DRAPER TOOLS,
DRA002,DRAGONFLY TEAS,
DRB001,DR BONNER-KINETIC,
DRC,DOORMAT COMPANY,
DRCC01,DUBLIN RAPE CRISIS CENTRE,
DRCOY01,DR COYS HEALTH FOODS,
DRD001,DR DENIM (GOOD COMP SHOWROOM),
DRE001,DREAMLINES ENTERTAINMENT,
DRE002,DREOILIN,
DRF151,DR. FRIEDRICHS GRUPPE,
DRH001,DRH COLLECTION,
DRH002,DR HAUSCHKA,
DRH003,DR HARRIS & CO LTD,
DRI001,DRIGATE PRODUCTS LTD(DONT USE),
DRI002,DRIBBLECHOPS LTD,
DRI003,DRIBBLEBUSTER,
DRJ001,DR JACKSON,
DRL001,DECENT RESUABLES LTD,
DRN,DARWIN,
DRS,DEPOSIT RETURN SCHEME,
DRS001,DR SEUSS,
DRU001,DRUID WOOD CREATIONS,
DRU002,DRUMEEL FARM,
DRU157,DRUID CHOCOLATE LTD,
DSA001,DSA,
DSM001,DANIELS SILVER & MARCASITE LTD,
DTC001,DR CLARE (NATURES GOLD),
DTE001,DIATOMACEOUS EARTH (NG),
DTG001,TIERNAN FAMILY FARM,
DUA001,DUALIT,
DUA002,DUAL  BOX,
DUB001,DUBLIN IRONCRAFT,
DUB002,DUBLINER MAGAZINE,
DUB003,DU BOUT DU MONDE,
DUB004,DUBOS A.S. SARL (HARMONY),
DUB005,DUBLIN HERBALISTS,
DUC001,DUCK + COVER,
DUD001,DUTCHDELUXES,
DUFF01,DUFFY BOOK BINDERS,
DUL001,DU LONG ET DU LE SPRL,
DUM001,DURROW MILLS LTD,
DUN001,DUNNE & DINEEN,
DUN002,DUNOON CERAMICS LTD,
DUR001,DUR KOP,
DUR002,DURANCE,
DVK001,DVK MENS DEPT (DK MENS DEPT),
DWT001,DE WIT TOOLS BV (HOWBERT MAYS),
DYE078,DYED IN THE WOOL,
DYR001,DYRBERG KERN,
DZI001,DZI INC,
E&R001,EMILIE ET ROSE,
EAG001,EAGLE PRODUCTS,
EAM001,EAMONN MONGEY,
EAR001,EARTHWORKS LONDON,
EAR002,EARTHIE LTD (BAMBOOTH),
EAS001,EAST OF BOSTON FOODS,
EAS002,EASTARS ACCESSORIES,
EAS003,EASIYO PRODUCTS,
EAS004,EAST WEST ARTISAN BAKERY,
EAS005,EASTPAK U.S.A.,
EAS107,EASONS WHOLESALE,
EB001,ESTELLA BARTLETT LTD,
EBO001,EBOO,
ECB001,ECOLAB,
ECL001,EASTERN COUNTIES LEATHER,
ECM001,ECM HOUSEWARES LTD,
ECO001,ECO GLITTER FUN LTD,
ECP001,ENGLISH COUNTRY POTTERY,
ECP002,ELI CASEY PUBLISHING & COMM,
ECS001,ECO-SHOPPER,
ECU001,ECUA-ANDINO,
EDC001,ED COLLECTION,
EDD001,EDDINGTONS,
EDE001,EDEL MACBRIDE,
EDE002,EDEN ORIGIONAL,
EDE003,EDELMAN B.V.,
EDE045,EDEN POTTERY,
EDG001,EDGE,
EDG002,EDGAR,
EDI001,EDIBLE VILLAGE WORKSHOP,
EDM001,EDMMOND STUDIOS,
EDU001,EDUARDO GUILLEN S.L.,
EDW001,EDWARD SINCLAIR LTD,
EDW002,EDWARDS OF LEEDS,
EDZ001,EDZIONI DESIGN,
EFB001,EMPIRE FOODBROKERS LTD,
EFC001,EMILY FRUIT CRISPS LIMITED,
EFX001,SPECIAL EFX LTD,
EGM001,EGMONT,
EGO001,EGO POWERPLUS (HOWBERT),
EIC001,EICHHOLTZ,
EIG001,EIGHT GABLES,
EIG002,EIGHTMOOD,
EIG003,EIGHTBEAR LTD,
EIM001,EIMEAR MAGUIRE (DOLLYBIRD),
EIR001,EIRESPAN,
EIV001,EIVLIN RODIN,
EKO001,EKOSAX LTD,
EKO002,EARTH KIND ORIGINALS,
EKO003,EKO SAJAD. O.O (NATURES GOLD),
ELA001,EAT LIKE APES,
ELE001,ELEGANT IRONWORK,
ELE002,ELEGANT EMPORIUM (JY),
ELE003,ELEANOR HOME,
ELG001,ELGIN,
ELI001,ELITE GIFT BOXES (ELITE TINS),
ELI002,ELISE DISTRIBUTION,
ELI003,ELIZA GRACIOUS LTD (JY),
ELK001,ELAINE KALLEGHER,
ELL001,ELLE GI ELLE SNC,
ELL002,ELLIOT GMBH,
ELL003,ELLA DORAN,
ELM001,ELMES LTD,
ELO001,ELOPELATS,
ELP001,ELOPE INC,
ELR001,ELRAN LTD (JY),
ELY001,ELYSIA,
EMA001,EMALISA,
EMD001,EMDE,
EME001,EMELIES,
EME002,EMERALD ETERNAL GREEN B.V.,
EMI001,EMILE HENRY,
EMI002,EMILY READETT BAYLEY LTD,
EMI003,EMI,
EMI004,EMILE HENRY,
EMI005,EMILE ET ROSE,
EMM001,EMMA CLYNE DESING LTD,
EMN001,EMN DISTRIBUTION,
EMO001,ETHIMO,
EMP001,EMPIRE FOODBROKERS LTD,
EMP002,EMPORIA WHOLSALE (JY),
EMS001,EMSA ADDIS,
EMU001,EMU AUSTRALIA,
ENC001,ENCHANTE LTD,
ENE001,ENESCO LTD(DONT USE),
ENE002,ENESCO LTD,
ENG001,THE ENGLISH GARDEN GROUP,
ENH001,ENHANCE ACCESSORIES LTD,
ENI001,ENIBAS JEWELLERY,
ENT001,ENTER ACCESSORIES,
ENV001,ENVO GROUP (SDT),
ENV002,ENVY JEWELLERY LTD,
EO1001,EAST OF INDIA LTD,
EPI001,EPICO,
EPI002,EPICUREAN EUROPE LTD,
EPJ001,ELEPHANT JUICE,
EQD001,EQD LTD (DO NOT USE),
EQD002,EQD LTD,
EQU001,EQUILIBRES,
ERF001,ERFURT LUXURY ACCESSORIES,
ERG081,ERGEE TEXTILEWERK GES M.B.H.,
ERI001,ERIN KNITWEAR MANUFACTURING LT,
ERI002,ERIBE,
ERN001,ERNST  (JY),
ERN002,ERNEST THE BEAR TOYS,
ESB,EASY BACK,
ESB001,EASY BACK,
ESC001,EMMETT`S STORE,
ESD001,ESDEVIUM GAMES,
ESM001,EARTH SUN MOON TRADING COMPANY,
ESM002,ESMIE,
ESM003,ESMARK FINCH (PRINTING),
ESN001,EMMAS SO NATURALS NATURES GOLD,
ESP001,ESPRESSO EXCELLENCE,
ESS01,ESSCHERT DESIGN,
EST001,ESTEBAN,
EST002,ESTER & ERIK,
ETH001,ETHOS,
ETI001,ELECTRONIC TEMPRATURE INSTRUME,
ETN001,ETNIKA FASHION ACCESSORIES,
ETN002,ETERNO NATURALS,
EUR001,EUREKA ! DIRECT LLC,
EUR002,EUROPA LEISURE,
EUR003,EUROPAFRICA,
EUR004,EUROPA FOODS,
EUR005,EURO SOUVENIRS,
EUS001,MR EUSTACE (HONEY),
EVA001,EVASOLO,
EVA003,EVANS LICHFIELD LTD,
EVE001,EVERTRADING,
EVE002,EVENAAR,
EVE003,EVEN ONE,
EVE004,EVERCREATURES,
EVE098,EVEREST LEATHERWEAR LTD,
EVENT,AVOCA EVENTS,
EWF001,EWING SEAFOODS,
EWY001,ENTRYWAYS LTD,
EXC001,EXCELLENCE LTD,
EXL001,EXLEY BOOKS,
EXQ001,EXQUISITE - CHOCOLATE RAIN,
EXT001,EXTREME DESIGN.IT,
EYE001,EYE-CANDY.IE,
EZP001,EZPZ-EASY PEASY,
F&C001,FOX & CHAVE,
F&J001,F&J COLLECTION,
F+F001,FLORA + FIONA,
FAB001,FABER FABER,
FAB002,FAB-FRAGRANCE & BEAUTY,
FAB003,FABRIC COPENHAGEN,
FAB004,FABIENNE CHAPOT,
FAE001,FAERIE FLAMES (GDN),
FAG001,FAGUAIS,
FAI001,FAIRMONT & MAIN,
FAI002,FAIR TO TRADE - HM SUPPLIER,
FAI006,FAIRY GLAM,
FAL001,FALLEN FRUITS,
FAL002,FALCON PRODUCTS LTD,
FAL003,FALCON ENAMELWARE,
FAN001,FANTABIJOUX,
FAN002,FANTASHION,
FAN003,FANCY FANTASY,
FAR001,R&M FARHI,
FAR002,FARRAH HARROGATE TOFFEE,
FAR003,FARGEON (JY),
FAS001,FASHION HOUSE,
FAS005,FASTWAYS,
FAS020,FASHIONFLO,
FAT001,FATLIP LTD,
FAV001,FAVOLS,
FB001,THE FOODIE BUGLE,
FCC02,FIONA CASSIDY CERAMICS,
FDL001,FLASH (HARRY) DIST LTD,
FEA001,FEATHERBEDFARM,
FEB001,FEBVRE WINES,
FEC001,FREEDOM EGG COMPANY,
FEL001,FELIX,
FEN001,FEN WRIGHT MASON,
FER001,THOMAS FERGUSONS IRISH LINEN,
FER002,FERDIA FINE FOODS,
FES001,FESTIVE PRODUCTIONS,
FEU001,FEUER & GIAS,
FFT001,FUNKY FEET,
FFU001,FUSED BY FIONA UYEMA,
FG001,AVOCA BUTCHER,
FGM001,FORD GUM & MACHINE COMPANY,
FHB001,FIREHOUSE BAKERY,
FHM001,FRUITHILL FARM,
FIBKA,THE FEDERATION OF IRISH,
FIE001,FIELDFARE,
FIE002,FIELD APOTHECARY,
FIG001,FIGS & ROUGE,
FIK001,FIKKERTS,
FIL001,FILLIGANS,
FIL002,FILI PLAZA (JY),
FIL003,FILAMENT,
FIL004,FILBERTS FINE FOODS LTD,
FILL001,FILL&SCRL,
FIM001,FIAM,
FIN001,THE FINE CHEESE CO.,
FIN002,FINDLATERS WINE & SPIRIT GROUP,
FIN003,FINCA,
FIN004,FINE FOOD DISTRIBUTORS,
FIN005,FINE FOOD MARKETING,
FIN006,FINE DIGITAL PRINTS,
FIN007,FIND ME SPOT,
FIN008,FINGERDOODLES,
FIN009,FINNEGANS (POTATOES),
FIO001,FIONA HEDIGAN,
FIO002,FIORIRA UN GIARDINO,
FIO003,FIONA KERR,
FIR001,FIRMAN LEISURE LIMITED,
FIS001,FISH,
FIS002,FISH OUT OF WATER LTD,
FIS003,FISHERMAN OUT OF IRELAND,
FIS004,FISHS EDDY,
FIS173,FISH KIDSWEAR,
FIT001,FITZWILLIAM MUSEUM,
FKT001,FUDGE KITCHEN,
FLA001,SHANNON DIST (FLAIR),
FLA002,FLARE,
FLA003,FLAHAVAN`S AND SONS LIMITED,
FLI001,FLIGHTS OF FANCY,
FLO001,FLOWER & GARDEN LTD,
FLO002,FLORENTINO COLECCIONS.L.,
FLO003,FLORENTINO (�),
FLRV01,FLORAVILLE HOME & GIFT,
FLT001,FLIGHT 001,
FLU001,FLUFFI LONDON,
FLY001,FLYING CAMELS,
FLY051,BLOOFTI DESIGNS,
FMD001,GARDEN OF EDEN,
FMS001,FORMOSA DEIGN,
FNN001,FIONA`S FREEDOM FOODS,
FOA001,FORTUNA,
FOB001,FO.BE (JY),
FOC001,FOCUSED DISTRIBUTION,
FOC002,FOCUS MULTIMEDIA,
FOL001,FOLKMANIS PUPPETS,
FOL002,FOLDING STUFF LTD.,
FON001,FONDI DORO,
FON002,FONZ LEATHER STYLES,
FON003,FOND OF GmbH (AFFENZAHN),
FOO001,FOODFINDERS,
FOO002,THE FOOD DOCTOR,
FOO004,FOOD SOLUTIONS,
FOR001,FOREST PRODUCTS,
FOR002,FORMS OF LIFE,
FOR003,FORM& MACHART,
FOR004,FORME,
FOR005,FOREVER BYOUX,
FOR006,FOREVER NATURAL RDUK,
FOR007,FOREVER ENGLAND,
FOR008,FORMAHOUSE,
FOR009,FIND FORM LTD (FORM NUTRITION),
FORM001,FORM FORM FORM LTD,
FOS001,FOOD SOLUTIONS,
FOU001,FOULSHAM,
FOU002,FOUNTASIA (�),
FOU145,FOUNTASIA LTD,
FOX,FOX TROT,
FOX001,FOX & CHAVE,
FOX002,FOXRUN UK LTD,
FRA001,FRAGRANCES OF IRELAND,
FRA002,THE FRAGRANCE BOUTIQUE,
FRA003,FRANCES LINCOLN,
FRA004,FRANCIS-FRANCIS,
FRA005,FRANKIE DOODLES,
FRA006,FRANCE OBJET DESIGN,
FRA007,FRATELLI TALLI,
FRA008,FRANK DOYLE MEATS,
FRA193,FRABOSK,
FRB001,FARMBOY (NATURES GOLD),
FRE001,FRES GERHOLTZ (WELLIES),
FRE002,FREOLI & LYSGAARD,
FRE003,FRENCH BULL,
FRE004,THE FRENCH DRESSING COMPANY,
FRE005,FRESH PASTA COMPANY,
FRE006,FREDDIE HAMILTON WHOLESALERS,
FRE007,FREUND VICTORIA -HOBERT & MAYS,
FRE082,FRENCH DRESSING,
FRH001,FRANK HEDERMAN,
FRI001,FRIDGEPLAN,
FRI002,FRIED FRERES,
FRI003,MAYSONBROOK,
FRM001,FRANCE MARKET,
FRM002,FROMI GROUPE,
FRO001,FROBERRY FROZEN YOGURT,
FRO002,FROWNIES,
FRR001,FERRUM,
FRS001,FRONT ROW SOCIETY,
FRU001,FROITS OF MAY,
FRU002,FRUITFACE,
FRV001,FERRABOLI,
FRYLINK,FRYLINK,
FRYLITE,FRYLITE,
FSL001,FOOD SOLUTIONS LIMITED,
FTZ001,FITZPATRICK INTERNATIONAL,
FUL001,FULTON UMBRELLAS,
FUL002,FULL CIRCLE,
FUN001,FUNNY FACE JEWELLERY,
FUN002,FUNTIME GIFTS,
FUN003,FUNKY JEWELLERY,
FUN004,FUNKY CHRISTMAS JUMPERS,
FUN005,FUNKY TINGS,
FUN006,4 FUNKY FLAVOURS FASHION BV,
FUN156,FUNTIME GIFTS,
FUR001,FURNITURE & POTS CO.,
FUR002,FURNIS,
FUS001,FUSION,
FUZ001,FUZZY NATION,
FVC001,FREUND VICTORIA,
FVD001,FESTA FOODS,
FVG001,FLORAVILLE (HOWBERT),
FXB001,FX BUCKLEY PRODUCTS LTD,
G&A001,GRASS & AIR,
G&J001,G&J STYLES INC,
G&S001,G & S AGENCIES LTD,
G98001,G=9.8,
GAB001,GABRIELLE,
GAB002,GABYS,
GAD001,GADSBY,
GAE001,GAELORA,
GAE002,GAELTARRA KNITWEAR,
GAG001,GAGGIA UK,
GAI001,GAIA BOOKS,
GAI002,GAIAM,
GAL001,GALWAY IRISH CRYSTAL,
GAL002,GALISON,
GAL003,GALT,
GAL004,GALEON JEWELLERY,
GAL068,GALLWAYS OF WATERFORD,
GAL121,GALLUNAC SOAP CO. LTD,
GAM001,GAMA (JY),
GAN001,GANGSTAR,
GAN002,GANNI (NA),
GAO001,CHARLES GAO,
GAP001,GAPYRUS,
GAR001,THE GARLIC FARM,
GAR002,GARDEN DESIGN,
GAR003,GARDEN TRADING,
GAR004,GARDEN HEAVEN MAGAZINE,
GAR005,GARY FORRESTER,
GAR006,GARDEN EXCEL,
GAR007,GARNET LTD (JY),
GAR008,GARDEN ROOM,
GAR010,GARDEN TRADING COMPANY,
GAR011,GARDMAN LTD,
GAR012,GARRETT MALLON,
GAR013,GARY BIRKS,
GAR014,GARY DUFFY,
GAR142,GARDEN PALS LTD,
GAS001,GASTRONOMIE PROVENCALE,
GAU001,GAULT,
GBA001,GERARD BURKE AGENCIES,
GBC001,GLENDALOUGH BOOK COMMITTEE,
GBF001,GREENS BERRY FARM,
GBI001,GOATS BRIDGE IRISH TROUT,
GBJ001,GREENBEARDS LTD,
GBL001,GROGAN BROS LTD(GILT EDGE DIST,
GBS001,GIRL BABIES INC,
GC,AVOCA GIFT CARDS,
GC001,GRANGE CRAFT,
GC002,GAVIN CURRAN,
GEA001,GEKA (H&M),
GEC001,GECKO,
GEK001,RED ELEVEN (GEKO),
GEL001,GELCO DESIGN,
GEM001,GEM (JY),
GEM002,GEMINI JEWELLERY,
GEM003,GEM PACK FOODS LTD,
GEN001,GENESIS LABELS,
GEO001,GEORGE LUCK (TOYS),
GEO002,GEODESIS CANDLES,
GEO003,GEORGINA BARNES (ZEN B),
GER001,GERSON DI SANTO,
GER002,GERNET TRAGETASCHEN,
GER003,GERRY CARRON (BOOKS),
GEU001,GEE UP,
GF001,GINGER FOX,
GFA001,GOLDWATERS FOODS OF ARIZONA I,
GFC001,GAFMAC,
GFF001,GLEBE FOODS,
GGB001,GOODNESS GRAINS BAKERY,
GGF001,GALWAY GOAT FARM,
GGG,GILDON,
GGG001,GONE GIRL GONE,
GGW001,GOODNESS GRACIOUS WHOLESOME FD,
GHL001,GRANDMA HENVEY`S LTD,
GIA001,GIANNA ROSE ATELIER,
GIA002,GIANNA ROSE ATELIER,
GIB001,GIBBS SMITH PUBLISHER,
GIF001,GIFTWARE TRADING CO.,
GIF002,GIFT CO.,
GIF003,THE GIFTED COMPANY,
GIF004,GIFT REPUBLIC LTD,
GIF005,GIFT COMPANY,
GIF006,GIFTWORKS,
GIL001,GILDE HANDWERK,
GIL002,GILL & MCMILLAN BOOKS,
GIL003,GILDA AZEVEDO (JY),
GIL004,GILBEYS (WINE),
GIL005,GILBERTS KITCHEN&LIVING,
GIL006,GILLES DEWAVRIN,
GIL007,GILES FRUIT,
GIO001,GIOVANNI,
GIO002,GIOIA DE SEDA,
GIR001,GIANNA ROSE ATELIER,
GIR002,GIRLS AND PEARLS,
GJAJ,GROUPE JAJ,
GKR001,GLOCKENGIESSER,
GLA001,GLASS (CLOTHING),
GLA002,GLANBIA (DO NOT USE),
GLA003,GLASSCO LTD,
GLB001,GLORIOUS BRANDS,
GLD001,GL DAMECK LTD (GLD GROUP),
GLE001,GLEN  GALLERY,
GLE002,GLENISK FOODS,
GLE003,GLENEELY FOODS LTD,
GLE004,GLENCREST SEATEX LTD,
GLE005,GLENDALE CONFECTIONERY LTD,
GLE006,GLENNANS,
GLE007,GLEN PRINCE,
GLE009,THE GLEN GALLERY,
GLE010,GLENILEN FARM,
GLE011,GLENSTAL ABBEY,
GLE012,GLENFIN FREE RANGE DUCK EGGS,
GLO001,GLOBAL ARTHOUSE,
GLO002,GLOBAL AFFAIRS,
GLO003,GLOSS PUBLICATIONS LTD,
GLO004,GLORIETTE HOSIERY CO,
GLO005,GLORIETTE HOSIERY CO.,
GLO006,GLORIA BALITOWEL SARL,
GLO118,GLOBAL JOURNEY,
GMA001,G.M.A. (MENS CLOTHES),
GMC001,GUILD OF MASTER CRAFTSMAN,
GMD001,GEORGE MCDONALD ASSOCIATES LTD,
GMK001,G. MCKENSIE,
GMP001,GMP LTD,
GNF001,GARDEN CENTRE FRESH,
GNS001,GREAT GREEN SYSTEMS,
GNZ001,GNZ DESIGNS LTD,
GO001,GO STATIONERY,
GO002,GO STATIONARY,
GOD001,GOTHAM DEVILS,
GOL001,GOLDEN HILL FARM,
GOL002,GOLUNSKI,
GOL003,TOTAL PRODUCE (WAS GOLDCITY),
GOL004,GOLD RIVER FARM (VEG),
GOO001,GOODWAY TRADING,
GOO002,GOODY GOODY,
GOO003,GOODWILL M&G bvba,
GOO004,GOOSE ISLAND,
GOO005,GOOKIES GLUTEN FREE,
GOR001,GORILLA MUNCHIES,
GOR002,GORDON & BROS GMBH,
GOR003,GORDON BENNETT INTL LTD,
GOS001,GOSSON AGENCIES (MN),
GOT001,GOTHAM ANGELS,
GOU001,THE GOURMET DUCK CO.,
GOU002,GOULDINGS PLANT FOOD,
GOU003,THE GOURMET VANILLA CO.,
GOU004,GOURMET FOOD PARLOUR,
GOU005,GOURMET DE FRANCE,
GOU006,GOURMET BAGELS LTD,
GOU127,GOURMET IRELAND,
GPK001,GLENPATRICK WATER,
GPL001,G PLANTS LTD,
GRA001,GRANT  BROWN,
GRA002,GRANTHAM BOOK SERVICES,
GRA003,GRAPHIC POINT,
GRA004,GRAND ILLUSIONS,
GRA005,GRANDMA WILDS BISCUITS,
GRA006,GRAFTON INTERNATIONAL,
GRA007,GRACIE J,
GRA008,GRANT BARNETT,
GRA009,GRASIL CONFECCOES,
GRA104,GISELA GRAHAM,
GRA105,GISELA GRAHAM (HOWBERT),
GRE001,GREEK JEWELLERY,
GRE002,GREENSTONE ARTS,
GRE003,GREEN GATE,
GRE004,DO NOT USE,
GRE005,GREGGO MAGNETS INC,
GRE006,GREAT GIZMOS LTD,
GRE007,GREGMAR (CULLEN MARKETING),
GRE008,GREEN & SPRING,
GRE009,GREEN 3,
GRE010,GREENANGEL (DRIGATE),
GRE011,GREEN TOYS INC.,
GRE012,GREEN GORGEOUS,
GRE013,GREENHILL FRUIT FARM,
GRE110,GREENWICH BAY TRADING COMPANY,
GRE113,GREAT WALL PUBLISHING,
GRF001,GRIFFIN FOOD LIMITED,
GRO001,GROOVY MUMMY,
